Subject,Nativeness,Narrative,Reference,Referent_Name,Discourse,GTR1,Previous_Mention_Score,Saliency_Score,Competition_Score,Accessibility
12,0,2,11,White cat,Re-introduction,Bare noun,2,1,-2,1
12,0,2,12,Tom,Re-introduction,Constructed action,2,1,-2,1
12,0,3,1,House,Introduction,Bare noun,0,0,0,0
12,0,3,2,Stairs,Introduction,Bare noun,0,0,-1,-1
12,0,3,3,Carpet,Introduction,Fingerspelled noun,0,0,-2,-2
12,0,3,4,Jerry,Introduction,Bare noun,0,0,-2,-2
12,0,3,5,Tom,Introduction,Bare noun,1,0,-2,-1
12,0,3,6,Tom,Maintenance,Constructed Action,3,1,0,4
12,0,3,7,Jerry,Re-introduction,Bare noun,2,1,-2,1
12,0,3,8,Tom,Re-introduction,Bare noun,2,1,-2,1
12,0,3,9,Jerry,Re-introduction,Bare noun,2,1,-2,1
12,0,3,10,Tom,Re-introduction,Constructed action,2,1,-2,1
12,0,3,11,Piano,Introduction,Noun CL,0,0,-2,-2
12,0,3,12,Tom,Re-introduction,Constructed action,2,1,-2,1
12,0,3,13,Piano,Re-introduction,Whole entity CL,2,1,-2,1
12,0,3,14,Jerry,Re-introduction,Bare noun,2,0,-2,0
12,0,3,15,Jerry,Maintenance,Body part CL,3,1,0,4
12,0,3,16,Piano,Re-introduction,Body part CL,2,1,-2,1
12,0,3,17,Tom,Re-introduction,Bare noun,2,0,-2,0
12,0,3,18,Tom,Maintenance,Plain verb,3,1,0,4
12,0,3,19,Wall,Introduction,Point noun,0,0,-2,-2
12,0,3,20,Tom,Maintenance,Whole entity CL,2,1,0,3
12,0,3,21,Tom,Maintenance,Whole entity CL,3,2,0,5
12,0,4,1,Jerry,Introduction,Bare noun,1,0,0,1
12,0,4,2,Nest,Introduction,SASS - Tracing,0,0,-1,-1
12,0,4,3,Tom,Introduction,Bare noun,1,0,-2,-1
12,0,4,4,Tom,Maintenance,Plain verb,3,1,0,4
12,0,4,5,Toy girl,Introduction,Noun CL,0,0,-2,-2
12,0,4,6,Toy girl,Maintenance,Noun CL,3,1,0,4
12,0,4,7,Jerry,Re-introduction,Bare noun,2,0,-2,0
12,0,4,8,Toy girl,Re-introduction,Body part CL,2,1,-2,1
12,0,4,9,Toy girl,Maintenance,Whole entity CL,3,2,0,5
12,0,4,10,Tom,Re-introduction,Constructed action,2,0,-2,0
12,0,4,11,Jerry,Re-introduction,Bare noun,2,1,-2,1
12,0,4,12,Tom,Re-introduction,Bare noun,2,1,-2,1
12,0,4,13,Mirror,Introduction,Bare noun,0,0,-2,-2
12,0,4,14,Tom,Maintenance,Constructed action,2,1,0,3
12,0,8,1,Tom,Introduction,Point noun,1,0,0,1
12,0,8,2,Jerry,Introduction,Bare noun,1,0,-1,0
12,0,8,3,Tom,Re-introduction,Whole entity CL,2,1,-1,2
12,0,8,4,Jerry,Re-introduction,Pronoun,2,1,-1,2
12,0,8,5,Tom,Re-introduction,Constructed action,2,1,-1,2
12,0,8,6,Thermometer,Introduction,Bare noun,0,0,-2,-2
12,0,8,7,Thermometer,Maintenance,Person agreement verb,3,1,0,4
12,0,8,8,Tom,Re-introduction,Pronoun,2,1,-2,1
12,0,8,9,Jerry,Re-introduction,Constructed action,2,0,-2,0
12,0,8,10,Jerry,Maintenance,Plain verb,3,1,0,4
12,0,9,1,Tom,Introduction,Bare noun,1,0,0,1
12,0,9,2,Jerry,Introduction,Bare noun,1,0,-1,0
12,0,9,3,Jerry,Maintenance,Bare noun,3,1,0,4
12,0,9,4,Jerry,Maintenance,Constructed action,3,1,0,4
12,0,9,5,Hat,Introduction,Bare noun,0,0,-2,-2
12,0,9,6,Jerry,Re-introduction,Constructed action,2,2,-2,2
12,0,9,7,Jerry,Maintenance,Constructed action,3,2,0,5
12,0,9,8,Tom,Re-introduction,Bare noun,2,0,-2,0
12,0,9,9,Tom,Maintenance,Body part CL,3,1,0,4
12,0,9,10,Jerry,Re-introduction,Bare noun,2,1,-2,1
12,0,9,11,Tom,Re-introduction,Noun CL,2,1,-2,1
12,0,7,1,White cat,Introduction,Bare noun,0,0,0,0
12,0,7,2,White cat,Maintenance,Bare noun,3,1,0,4
12,0,7,3,Tom,Introduction,Point noun,1,0,-1,0
12,0,7,4,Black cat,Introduction,Bare noun,0,0,-2,-2
12,0,7,5,Black cat,Maintenance,Whole entity CL,3,1,0,4
12,0,7,6,White cat,Re-introduction,Bare noun,2,1,-2,1
12,0,7,7,Tom,Re-introduction,Bare noun,2,1,-2,1
12,0,7,8,Tom,Maintenance,Person agreement verb,3,1,0,4
12,0,7,9,Black cat,Re-introduction,Whole entity CL,2,1,-2,1
12,0,7,10,Tom,Re-introduction,Person agreement verb,2,1,-2,1
12,0,7,11,Black cat,Re-introduction,Bare noun,2,1,-2,1
12,0,7,12,Black cat,Maintenance,Body part CL,3,1,0,4
12,0,7,13,Black cat,Maintenance,Body part CL,3,2,0,5
15,0,1,1,Tom,Introduction,Point noun,0,0,0,0
15,0,1,2,Wood,Introduction,Bare noun,0,0,-1,-1
15,0,1,3,Jerry,Introduction,Bare noun,0,0,-2,-2
15,0,1,4,Jerry,Maintenance,Whole entity CL,3,1,0,4
15,0,1,5,Tunnel,Introduction,Bare noun,0,0,-2,-2
15,0,1,6,Jerry,Maintenance,Whole entity CL,2,1,0,3
15,0,1,7,Tom,Re-introduction,Bare noun,2,0,-2,0
15,0,1,8,Tom,Maintenance,Whole entity CL,3,1,0,4
15,0,1,9,Tom,Maintenance,Whole entity CL,3,1,0,4
15,0,1,10,Tom,Re-introduction,Bare noun,3,2,-2,3
15,0,10,1,Tom,Introduction,Bare noun,1,0,0,1
15,0,10,2,Jerry,Introduction,Bare noun,1,0,-1,0
15,0,10,3,Tom,Re-introduction,Bare noun,2,1,-1,2
15,0,10,4,Jerry,Re-introduction,Bare noun,2,1,-1,2
15,0,10,5,Jerry,Maintenance,Constructed action,3,1,0,4
15,0,10,6,Tom,Re-introduction,Bare noun,2,1,-1,2
15,0,10,7,Tom,Maintenance,Constructed action,3,1,0,4
15,0,10,8,Jerry,Re-introduction,Bare noun,2,1,-1,2
15,0,10,9,Nest,Introduction,Bare noun,0,0,-2,-2
15,0,10,10,Jerry,Maintenance,Whole entity CL,2,1,0,3
15,0,10,11,Tom,Re-introduction,Bare noun,2,1,-2,1
15,0,10,12,Tom,Maintenance,Person agreement verb,3,1,0,4
15,0,10,13,Jerry,Re-introduction,Constructed action,2,1,-2,1
15,0,10,14,Jerry,Maintenance,Plain verb,3,1,0,4
15,0,5,1,Tom,Introduction,Bare noun,1,0,0,1
15,0,5,2,Tom,Maintenance,Constructed action,3,1,0,4
15,0,5,3,Tom,Maintenance,Bare noun,3,1,0,4
15,0,5,4,Couch,Introduction,Bare noun,0,0,-1,-1
15,0,5,5,Jerry,Introduction,Bare noun,1,0,-2,-1
15,0,5,6,Rope,Introduction,Bare noun,0,0,-2,-2
15,0,5,7,Tom,Re-introduction,Point noun,2,1,-2,1
15,0,5,8,Tom,Maintenance,Whole entity CL,3,1,0,4
15,0,5,9,Jerry,Re-introduction,Bare noun,2,1,-2,1
15,0,5,10,Tom,Re-introduction,Bare noun,2,1,-2,1
15,0,5,11,Tom,Maintenance,Constructed action,3,2,0,5
15,0,5,12,Jerry,Re-introduction,Point noun,2,1,-2,1
15,0,5,13,Tom,Re-introduction,Bare noun,2,1,-2,1
15,0,5,14,Jerry,Re-introduction,Point noun,2,1,-2,1
15,0,5,15,Tom,Re-introduction,Constructed action,2,1,-2,1
15,0,5,16,Rope,Introduction,Noun CL,2,0,-2,0
15,0,5,17,Tom,Maintenance,Constructed action,2,1,0,3
15,0,5,18,Jerry,Re-introduction,Bare noun,2,1,-2,1
15,0,5,19,Trap,Introduction,Bare noun,0,0,-2,-2
15,0,5,20,Trap,Maintenance,Person agreement verb,3,1,0,4
15,0,5,21,Tom,Re-introduction,Constructed action,2,1,-2,1
15,0,5,22,Tom,Maintenance,Plain verb,3,1,0,4
15,0,6,1,Tom,Introduction,Bare noun,1,0,0,1
15,0,6,2,Jerry,Introduction,Bare noun,1,0,-1,0
15,0,6,3,Jerry,Re-introduction,Bare noun,3,1,-1,3
15,0,6,4,Tom,Re-introduction,Bare noun,2,1,-1,2
15,0,6,5,Jerry,Re-introduction,Bare noun,2,1,-1,2
15,0,6,6,Jerry,Maintenance,Constructed action,3,2,0,5
15,0,6,7,Tom,Re-introduction,Bare noun,2,1,-1,2
15,0,6,8,Tom,Maintenance,Constructed action,3,1,0,4
15,0,6,9,Tom,Maintenance,Constructed action,3,1,0,4
15,0,6,10,Tom,Maintenance,Constructed action,3,2,0,5
15,0,6,11,Tom,Maintenance,Constructed action,3,2,0,5
15,0,6,12,Window,Introduction,SASS - Tracing,0,0,-2,-2
15,0,6,13,Tom,Maintenance,Bare noun,2,2,0,4
15,0,6,14,Jerry,Re-introduction,Bare noun,2,0,-2,0
15,0,2,1,White cat,Introduction,Bare noun,0,0,0,0
15,0,2,2,Tom,Introduction,Bare noun,1,0,-1,0
15,0,2,3,Tom,Maintenance,Constructed action,3,1,0,4
15,0,2,4,White cat,Re-introduction,Bare noun,2,1,-1,2
15,0,2,5,Tom,Re-introduction,Bare noun,2,1,-1,2
15,0,2,6,Fish,Introduction,Bare noun,0,0,-2,-2
15,0,2,7,Tom,Re-introduction,Person agreement verb,2,1,-2,1
15,0,2,8,Tom,Maintenance,Constructed action,3,1,0,4
15,0,2,9,White cat,Re-introduction,Point noun,2,0,-2,0
15,0,2,10,Tom,Re-introduction,Constructed action,2,1,-2,1
15,0,2,11,Bird,Introduction,Bare noun,0,0,-2,-2
15,0,2,12,Tom,Maintenance,Constructed action,2,1,0,3
15,0,2,13,White cat,Re-introduction,Point noun,2,1,-2,1
15,0,2,14,Tom,Re-introduction,Body part CL,2,1,-2,1
15,0,2,15,Tom,Maintenance,Constructed action,3,1,0,4
15,0,3,1,Stairs,Introduction,Bare noun,0,0,0,0
15,0,3,2,Carpet,Introduction,Bare noun,0,0,-1,-1
15,0,3,3,Jerry,Introduction,Bare noun,0,0,-2,-2
15,0,3,4,Tom,Introduction,Bare noun,1,0,-2,-1
15,0,3,5,Jerry,Re-introduction,Bare noun,2,1,-2,1
15,0,3,6,Tom,Re-introduction,Constructed action,2,1,-2,1
15,0,3,7,Jerry,Re-introduction,Constructed action,2,1,-2,1
15,0,3,8,Jerry,Maintenance,Body part CL,3,1,0,4
15,0,3,9,Tom,Re-introduction,Constructed action,2,1,-2,1
15,0,3,10,Jerry,Re-introduction,Body part CL,2,1,-2,1
15,0,3,11,Piano,Introduction,Noun CL,0,0,-2,-2
15,0,3,12,Tom,Re-introduction,Bare noun,2,1,-2,1
15,0,3,13,Jerry,Re-introduction,Bare noun,2,1,-2,1
15,0,3,14,Jerry,Maintenance,Person agreement verb,3,1,0,4
15,0,3,15,Jerry,Maintenance,Body part CL,3,1,0,4
15,0,3,16,Tom,Re-introduction,Bare noun,2,1,-2,1
15,0,3,17,Tom,Maintenance,Constructed action,3,1,0,4
15,0,3,18,Wall,Introduction,Bare noun,0,0,-2,-2
15,0,3,19,Tom,Maintenance,Constructed action,2,1,0,3
15,0,3,20,Piano,Re-introduction,Bare noun,2,0,-2,0
15,0,3,21,Tom,Re-introduction,Bare noun,2,1,-2,1
15,0,3,22,Tom,Maintenance,SASS - Static,3,1,0,4
15,0,4,1,Tom,Introduction,Bare noun,1,0,0,1
15,0,4,2,Toy house,Introduction,SASS - Tracing,0,0,-1,-1
15,0,4,3,Door,Introduction,Bare noun,0,0,-2,-2
15,0,4,4,Jerry,Introduction,Point noun,1,0,-2,-1
15,0,4,5,Toy girl,Introduction,Bare noun,0,0,-2,-2
15,0,4,6,Toy girl,Maintenance,Whole entity CL,3,1,0,4
15,0,4,7,Jerry,Re-introduction,Bare noun,2,1,-2,1
15,0,4,8,Toy girl,Re-introduction,Bare noun,2,1,-2,1
15,0,4,9,Jerry,Re-introduction,Bare noun,2,1,-2,1
15,0,4,10,Toy girl,Re-introduction,Noun CL,2,1,-2,1
15,0,4,11,Jerry,Re-introduction,Bare noun,2,1,-2,1
15,0,4,12,Toy girl,Re-introduction,Body part CL,2,1,-2,1
15,0,4,13,Tom,Re-introduction,Bare noun,2,0,-2,0
15,0,4,14,Toy girl,Re-introduction,Bare noun,2,1,-2,1
15,0,4,15,Jerry,Re-introduction,Bare noun,2,1,-2,1
15,0,4,16,Tom,Re-introduction,Point noun,2,1,-2,1
15,0,4,17,Tom,Maintenance,Constructed action,3,1,0,4
15,0,4,18,Tom,Maintenance,Constructed action,3,1,0,4
15,0,8,1,Tom,Introduction,Bare noun,1,0,0,1
15,0,8,2,Jerry,Introduction,Bare noun,1,0,-1,0
15,0,8,3,Jerry,Maintenance,Constructed action,3,1,0,4
15,0,8,4,Tom,Re-introduction,Noun CL,2,1,-1,2
15,0,8,5,Hammer,Introduction,Point noun,0,0,-2,-2
15,0,8,6,Jerry,Re-introduction,Constructed action,2,1,-2,1
15,0,8,7,Tom,Re-introduction,Constructed action,2,1,-2,1
15,0,8,8,Jerry,Re-introduction,Point noun,2,1,-2,1
15,0,8,9,Thermometer,Introduction,SASS - Tracing,0,0,-2,-2
15,0,8,10,Tom,Re-introduction,Bare noun,2,1,-2,1
15,0,8,11,Jerry,Re-introduction,Pronoun,2,1,-2,1
15,0,8,12,Jerry,Re-introduction,Point noun,3,1,-2,2
15,0,8,13,Jerry,Maintenance,Plain verb,3,1,0,4
15,0,9,1,Tom,Introduction,Bare noun,1,0,0,1
15,0,9,2,Jerry,Introduction,Noun CL,1,0,-1,0
15,0,9,3,Jerry,Re-introduction,Bare noun,3,1,-1,3
15,0,9,4,Jerry,Maintenance,Person agreement verb,3,1,0,4
15,0,9,5,Hat,Introduction,Bare noun,0,0,-2,-2
15,0,9,6,Needle,Introduction,Bare noun,0,0,-2,-2
15,0,9,7,Jerry,Maintenance,Constructed action,2,1,0,3
15,0,9,8,Jerry,Maintenance,Constructed action,3,1,0,4
15,0,9,9,Tom,Re-introduction,Point noun,2,0,-2,0
15,0,9,10,Tom,Maintenance,Constructed action,3,1,0,4
15,0,9,11,Jerry,Re-introduction,Constructed action,2,1,-2,1
15,0,9,12,Tom,Re-introduction,Constructed action,2,1,-2,1
15,0,7,1,White cat,Introduction,Bare noun,0,0,0,0
15,0,7,2,Black cat,Introduction,Bare noun,0,0,-1,-1
15,0,7,3,Tom,Introduction,Bare noun,1,0,-2,-1
15,0,7,4,Tom,Maintenance,Whole entity CL,3,1,0,4
15,0,7,5,Tom,Maintenance,Constructed action,3,1,0,4
15,0,7,6,Tom,Maintenance,Constructed action,3,2,0,5
15,0,7,7,Black cat,Re-introduction,Point noun,2,0,-2,0
15,0,7,8,Tom,Re-introduction,Constructed action,2,2,-2,2
15,0,7,9,Black cat,Re-introduction,Whole entity CL,2,1,-2,1
15,0,7,10,Tom,Re-introduction,Constructed action,2,1,-2,1
15,0,7,11,Black cat,Re-introduction,Whole entity CL,2,1,-2,1
15,0,7,12,Tom,Re-introduction,Constructed action,2,1,-2,1
15,0,7,13,Black cat,Re-introduction,Whole entity CL,2,1,-2,1
15,0,7,14,White cat,Re-introduction,Bare noun,2,0,-2,0
15,0,7,15,Black cat,Re-introduction,Bare noun,2,1,-2,1
15,0,7,16,Tom,Re-introduction,Constructed action,2,1,-2,1
15,0,7,17,Black cat,Re-introduction,Bare noun,2,1,-2,1
15,0,7,18,Tom,Re-introduction,Bare noun,2,1,-2,1
15,0,7,19,White cat,Re-introduction,Bare noun,2,0,-2,0
16,0,1,1,Tom,Introduction,Bare noun,0,0,0,0
16,0,1,2,Wood,Introduction,Bare noun,0,0,-1,-1
16,0,1,3,Jerry,Introduction,Noun Point,0,0,-2,-2
16,0,1,4,Tunnel,Introduction,Bare noun,0,0,-2,-2
16,0,1,5,Jerry,Re-introduction,Noun CL,2,1,-2,1
16,0,1,6,Tom,Re-introduction,Whole entity CL,2,0,-2,0
16,0,1,7,Wood,Re-introduction,Bare noun,2,0,-2,0
16,0,1,8,Tom,Re-introduction,Whole entity CL,2,1,-2,1
16,0,1,9,Tom,Maintenance,SASS - Static,3,1,0,4
16,0,1,10,Tom,Maintenance,SASS - Tracing,3,2,0,5
16,0,1,11,Tom,Maintenance,SASS - Tracing,3,2,0,5
16,0,1,12,Tom,Maintenance,Body part CL,3,2,0,5
16,0,10,1,Tom,Introduction,Bare noun,1,0,0,1
16,0,10,2,Jerry,Introduction,Bare noun,1,0,-1,0
16,0,10,3,Jerry,Re-introduction,Bare noun,3,1,-1,3
16,0,10,4,Tom,Re-introduction,Bare noun,2,1,-1,2
16,0,10,5,Tom,Maintenance,Constructed action,3,1,0,4
16,0,10,6,Jerry,Re-introduction,Bare noun,2,1,-1,2
16,0,10,7,Tom,Re-introduction,Constructed action,2,1,-1,2
16,0,10,8,Tom,Maintenance,Plain verb,3,2,0,5
16,0,10,9,Tom,Maintenance,Constructed action,3,2,0,5
16,0,10,10,Tom,Maintenance,Person agreement verb,3,2,0,5
16,0,10,11,Tom,Maintenance,Constructed action,3,2,0,5
16,0,10,12,Tom,Maintenance,Plain verb,3,2,0,5
16,0,5,1,Tom,Introduction,Bare noun,1,0,0,1
16,0,5,2,Tom,Maintenance,Person agreement verb,3,1,0,4
16,0,5,3,Rope,Introduction,Bare noun,0,0,-1,-1
16,0,5,4,Couch,Introduction,Point noun,0,0,-2,-2
16,0,5,5,Rope,Maintenance,Whole entity CL,2,1,0,3
16,0,5,6,Tom,Re-introduction,Bare noun,2,1,-2,1
16,0,5,7,Tom,Maintenance,Constructed action,3,1,0,4
16,0,5,8,Jerry,Introduction,Bare noun,1,0,-2,-1
16,0,5,9,Soap,Introduction,Bare noun,0,0,-2,-2
16,0,5,10,Jerry,Re-introduction,Person agreement verb,2,1,-2,1
16,0,5,11,Tom,Re-introduction,Constructed action,2,1,-2,1
16,0,5,12,Jerry,Re-introduction,Bare noun,2,1,-2,1
16,0,5,13,Rope,Re-introduction,Noun CL,2,0,-2,0
16,0,5,14,Tom,Re-introduction,Bare noun,2,1,-2,1
16,0,5,15,Trap,Introduction,Noun CL,0,0,-2,-2
16,0,5,16,Trap,Maintenance,Person agreement verb,3,1,0,4
16,0,6,1,Jerry,Introduction,Bare noun,1,0,0,1
16,0,6,2,Tom,Introduction,Bare noun,1,0,-1,0
16,0,6,3,Tom,Maintenance,Constructed action,3,1,0,4
16,0,6,4,Jerry,Re-introduction,Whole entity CL,2,1,-1,2
16,0,6,5,Jerry,Maintenance,Plain verb,3,1,0,4
16,0,6,6,Tom,Re-introduction,Constructed action,2,1,-1,2
16,0,6,7,Tom,Maintenance,Constructed action,3,1,0,4
16,0,6,8,Tom,Maintenance,Plain verb,3,1,0,4
16,0,6,9,Tom,Maintenance,Constructed action,3,2,0,5
16,0,2,1,White cat,Introduction,Bare noun,0,0,0,0
16,0,2,2,Tom,Introduction,Bare noun,1,0,-1,0
16,0,2,3,Tom,Maintenance,Constructed action,3,1,0,4
16,0,2,4,Fish,Introduction,Bare noun,0,0,-2,-2
16,0,2,5,Tom,Maintenance,Constructed action,2,1,0,3
16,0,2,6,White cat,Re-introduction,Bare noun,2,0,-2,0
16,0,2,7,Bird,Introduction,Bare noun,0,0,-2,-2
16,0,2,8,Tom,Re-introduction,Constructed action,2,1,-2,1
16,0,2,9,Tom,Maintenance,Constructed action,3,1,0,4
16,0,3,1,Tom,Introduction,Bare noun,1,0,0,1
16,0,3,2,Jerry,Introduction,Bare noun,0,0,-1,-1
16,0,3,3,Stairs,Introduction,Bare noun,0,0,-2,-2
16,0,3,4,Carpet,Introduction,Fingerspelled noun,0,0,-2,-2
16,0,3,5,Tom,Re-introduction,Constructed action,2,1,-2,1
16,0,3,6,Jerry,Re-introduction,Body part CL,2,1,-2,1
16,0,3,7,Tom,Re-introduction,Bare noun,2,1,-2,1
16,0,3,8,Piano,Introduction,Bare noun,0,0,-2,-2
16,0,3,9,Piano,Maintenance,Person agreement verb,3,1,0,4
16,0,3,10,Tom,Re-introduction,Constructed action,2,1,-2,1
16,0,3,11,Tom,Maintenance,Plain verb,3,1,0,4
16,0,3,12,Wall,Introduction,Bare noun,0,0,-2,-2
16,0,3,13,Tom,Re-introduction,Person agreement verb,2,1,-2,1
16,0,3,14,Tom,Maintenance,Whole entity CL,3,2,0,5
16,0,3,15,Tom,Maintenance,SASS - Static,3,2,0,5
16,0,4,1,Tom,Introduction,Bare noun,1,0,0,1
16,0,4,2,Toy house,Introduction,Bare noun,0,0,-1,-1
16,0,4,3,Jerry,Introduction,Noun CL,1,0,-2,-1
16,0,4,4,Jerry,Maintenance,Constructed action,3,1,0,4
16,0,4,5,Toy girl,Introduction,Bare noun,0,0,-2,-2
16,0,4,6,Toy girl,Maintenance,Constructed action,3,1,0,4
16,0,4,7,Jerry,Re-introduction,Constructed action,2,1,-2,1
16,0,4,8,Toy girl,Re-introduction,Bare noun,2,1,-2,1
16,0,4,9,Tom,Re-introduction,Bare noun,2,0,-2,0
16,0,4,10,Tom,Maintenance,Plain verb,3,1,0,4
16,0,8,1,Tom,Introduction,Bare noun,1,0,0,1
16,0,8,2,Jerry,Introduction,Bare noun,1,0,-1,0
16,0,8,3,Hammer,Introduction,Bare noun,0,0,-2,-2
16,0,8,4,Jerry,Maintenance,Constructed action,2,1,0,3
16,0,8,5,Tom,Re-introduction,Body part CL,2,1,-2,1
16,0,8,6,Tom,Maintenance,Plain verb,3,1,0,4
16,0,8,7,Thermometer,Introduction,Bare noun,0,0,-2,-2
16,0,8,8,Tom,Re-introduction,Person agreement verb,2,1,-2,1
16,0,8,9,Lighter,Introduction,Bare noun,0,0,-2,-2
16,0,8,10,Tom,Maintenance,Constructed action,2,1,0,3
16,0,8,11,Thermometer,Re-introduction,Whole entity CL,2,1,-2,1
16,0,8,12,Thermometer,Maintenance,Plain verb,3,1,0,4
16,0,9,1,Tom,Introduction,Bare noun,1,0,0,1
16,0,9,2,Jerry,Introduction,Bare noun,1,0,-1,0
16,0,9,3,Tom,Maintenance,Plain verb,2,1,0,3
16,0,9,4,Jerry,Re-introduction,Bare noun,2,1,-1,2
16,0,9,5,Needle,Introduction,Bare noun,0,0,-2,-2
16,0,9,6,Hat,Introduction,Bare noun,0,0,-2,-2
16,0,9,7,Jerry,Maintenance,Person agreement verb,2,1,0,3
16,0,9,8,Jerry,Maintenance,Constructed action,3,1,0,4
16,0,9,9,Tom,Re-introduction,Bare noun,2,0,-2,0
16,0,9,10,Tom,Maintenance,Body part CL,3,1,0,4
16,0,9,11,Jerry,Re-introduction,Bare noun,2,1,-2,1
16,0,9,12,Jerry,Maintenance,Plain verb,3,1,0,4
16,0,9,13,Tom,Re-introduction,Constructed action,2,1,-2,1
16,0,7,1,White cat,Introduction,Bare noun,0,0,0,0
16,0,7,2,Black cat,Introduction,Bare noun,0,0,-1,-1
16,0,7,3,Tom,Introduction,Bare noun,1,0,-2,-1
16,0,7,4,Tom,Maintenance,Whole entity CL,3,1,0,4
16,0,7,5,White cat,Re-introduction,Bare noun,2,1,-2,1
16,0,7,6,Tom,Re-introduction,Person agreement verb,2,1,-2,1
16,0,7,7,Tom,Maintenance,Person agreement verb,3,2,0,5
16,0,7,8,Black cat,Re-introduction,Whole entity CL,2,0,-2,0
16,0,7,9,Black cat,Maintenance,Constructed action,3,1,0,4
16,0,7,10,Tom,Re-introduction,Person agreement verb,2,1,-2,1
16,0,7,11,Black cat,Re-introduction,Bare noun,2,1,-2,1
18,1,1,1,Jerry,Introduction,Bare noun,0,0,0,0
18,1,1,2,Tom,Introduction,Bare noun,0,0,-1,-1
18,1,1,3,Wood,Introduction,Noun CL,0,0,-2,-2
18,1,1,4,Tom,Maintenance,Constructed action,2,1,0,3
18,1,1,5,Jerry,Re-introduction,Bare noun,2,1,-2,1
18,1,1,6,Tom,Re-introduction,Bare noun,2,1,-2,1
18,1,1,7,Tom,Maintenance,Body part CL,3,1,0,4
18,1,1,8,Tom,Maintenance,Plain verb,3,2,0,5
18,1,1,9,Jerry,Re-introduction,Bare noun,2,1,-2,1
18,1,1,10,Tom,Re-introduction,Bare noun,2,2,-2,2
18,1,1,11,Tom,Maintenance,SASS - Tracing,3,2,0,5
18,1,1,12,Tom,Maintenance,Constructed action,3,2,0,5
18,1,1,13,Tom,Maintenance,Plain verb,3,2,0,5
18,1,10,1,Jerry,Introduction,Bare noun,1,0,0,1
18,1,10,2,Tom,Introduction,Bare noun,1,0,-1,0
18,1,10,3,Tom,Maintenance,Person agreement verb,3,1,0,4
18,1,10,4,Tom,Maintenance,Person agreement verb,3,1,0,4
18,1,10,5,Jerry,Re-introduction,Bare noun,2,1,-1,2
18,1,10,6,Tom,Re-introduction,Plain verb,2,2,-1,3
18,1,10,7,Jerry,Re-introduction,Plain verb,2,1,-1,2
18,1,10,8,Tom,Re-introduction,Constructed action,2,1,-1,2
18,1,10,9,Tom,Maintenance,Person agreement verb,3,1,0,4
18,1,10,10,Tom,Maintenance,Plain verb,3,2,0,5
18,1,5,1,Tom,Introduction,Bare noun,1,0,0,1
18,1,5,2,Jerry,Introduction,Bare noun,1,0,-1,0
18,1,5,3,Jerry,Maintenance,Whole entity CL,3,1,0,4
18,1,5,4,Tom,Re-introduction,Plain verb,2,1,-1,2
18,1,5,5,Jerry,Re-introduction,Bare noun,2,1,-1,2
18,1,5,6,Tom,Re-introduction,Constructed action,2,1,-1,2
18,1,5,7,Jerry,Re-introduction,Plain verb,2,1,-1,2
18,1,5,8,Jerry,Maintenance,Constructed action,3,1,0,4
18,1,5,9,Jerry,Maintenance,Whole entity CL,3,2,0,5
18,1,5,10,Jerry,Maintenance,Whole entity CL,3,2,0,5
18,1,5,11,Rope,Introduction,Bare noun,0,0,-2,-2
18,1,5,12,Tom,Re-introduction,Constructed action,2,0,-2,0
18,1,5,13,Trap,Introduction,Noun Point,0,0,-2,-2
18,1,5,14,Tom,Re-introduction,Plain verb,2,1,-2,1
18,1,6,1,Tom,Introduction,Bare noun,1,0,0,1
18,1,6,2,Jerry,Introduction,Bare noun,1,0,-1,0
18,1,6,3,Sword,Introduction,Bare noun,0,0,-2,-2
18,1,6,4,Jerry,Re-introduction,Pronoun,2,1,-2,1
18,1,6,5,Jerry,Maintenance,Plain verb,3,1,0,4
18,1,6,6,Tom,Re-introduction,Constructed action,2,0,-2,0
18,1,6,7,Jerry,Re-introduction,Pronoun,2,1,-2,1
18,1,6,8,Tom,Re-introduction,Bare noun,2,1,-2,1
18,1,6,9,Tom,Maintenance,Constructed action,3,1,0,4
18,1,6,10,Tom,Maintenance,Constructed action,3,2,0,5
18,1,6,11,Tom,Maintenance,Plain verb,3,2,0,5
18,1,6,12,Tom,Maintenance,Constructed action,3,2,0,5
18,1,6,13,Tom,Maintenance,Plain verb,3,2,0,5
18,1,2,1,White cat,Introduction,Bare noun,0,0,0,0
18,1,2,2,Tom,Introduction,Bare noun,1,0,-1,0
18,1,2,3,Tom,Maintenance,Whole entity CL,3,1,0,4
18,1,2,4,White cat,Re-introduction,Constructed action,2,1,-1,2
18,1,2,5,Tom,Re-introduction,Constructed action,2,1,-1,2
18,1,2,6,White cat,Re-introduction,Constructed action,2,1,-1,2
18,1,2,7,Tom,Re-introduction,Constructed action,2,1,-1,2
18,1,2,8,White cat,Re-introduction,Constructed action,2,1,-1,2
18,1,2,9,Tom,Re-introduction,Plain verb,2,1,-1,2
18,1,2,10,Tom,Maintenance,Constructed action,3,1,0,4
18,1,3,1,Tom,Introduction,Point noun,1,0,0,1
18,1,3,2,Jerry,Introduction,Bare noun,0,0,-1,-1
18,1,3,3,Tom,Re-introduction,Bare noun,2,1,-1,2
18,1,3,4,Jerry,Re-introduction,Body part CL,2,1,-1,2
18,1,3,5,Jerry,Maintenance,Body part CL,3,1,0,4
